imdb_title_id,title,year,genre,duration,avg_vote,votes,language
tt1532538,line of duty,2013,"Action, Crime, Thriller",112,5.1,775,"English, Spanish"
tt1533053,is it just me,2010,"Comedy, Romance",93,6.2,2761,English
tt1533058,julia x,2011,"Comedy, Horror, Thriller",92,4.5,2420,English
tt1533084,mister vendetta,2010,"Horror, Thriller",96,4.1,4477,English
tt1534085,beyond the black rainbow,2010,"Horror, Sci-Fi, Thriller",110,6.1,12526,English
tt1535100,head over spurs in love,2011,Comedy,95,3.8,145,English
tt1535101,killing bono,2011,"Comedy, Music",114,6.4,6034,English
tt1535102,a novel romance,2011,"Comedy, Drama, Romance",93,4.7,192,English
tt1535108,elysium,2013,"Action, Drama, Sci-Fi",109,6.6,413841,"English, Spanish, French, Afrikaans, Ukrainian"
tt1535110,when harry tries to marry,2011,"Comedy, Romance",93,4.6,604,English
tt1535438,il matrimonio che vorrei,2012,"Comedy, Drama, Romance",100,6.3,40137,English
tt1535566,the bleeding,2011,"Drama, Horror, Mystery",86,5.1,1610,English
tt1535568,douchebag,2010,"Comedy, Drama",81,6.1,144,English
tt1535606,universal squadrons,2011,"Action, Thriller",84,4.3,566,English
tt1535612,the son of no one,2011,"Action, Crime, Drama",90,5.1,16302,English
tt1535616,the divide,2011,"Drama, Horror, Sci-Fi",112,5.8,34931,English
tt1535617,the possession of david oreilly,2010,Horror,87,4.6,1325,English
tt1535962,decisions,2011,"Action, Crime, Drama",89,3.4,221,English
tt1535975,wiener dog nationals,2013,"Comedy, Family, Sport",82,5.9,332,English
tt1536044,paranormal activity 2,2010,Horror,91,5.6,97205,"English, Spanish"
tt1536053,first night,2010,"Comedy, Musical, Romance",116,5.2,345,English
tt1536440,stuck between stations,2011,"Comedy, Drama, Romance",85,6.3,962,English
tt1536445,technicolour llama,2014,"Adventure, Comedy, Family",98,6.6,170,English
tt1536537,seven sisters,2017,"Action, Adventure, Crime",123,6.9,99407,English
tt1537392,armless,2010,Comedy,82,5.0,171,English
tt1538403,shadowhunters  città di ossa,2013,"Action, Adventure, Fantasy",130,5.9,126241,English
tt1540011,blair witch,2016,"Horror, Mystery, Thriller",89,5.0,40222,English
tt1540014,the return of joe rich,2011,"Comedy, Drama",95,4.2,225,English
tt1540128,quello che so sullamore,2012,"Comedy, Romance, Sport",105,5.7,28370,English
tt1540133,un poliziotto da happy hour,2011,"Comedy, Crime, Thriller",96,7.3,79213,"English, Irish"
tt1540404,faith fraud  minimum wage,2011,"Comedy, Drama",98,5.8,162,English
tt1540761,amphibious 3d,2010,"Action, Adventure, Comedy",83,3.5,971,English
tt1540767,1303 la paura ha inizio,2012,Horror,85,2.5,5547,English
tt1540790,birth of separation,2010,"Drama, Horror, Romance",105,4.5,121,English
tt1540803,brothers justice,2010,Comedy,80,4.5,489,English
tt1541160,le regole della truffa,2011,"Comedy, Crime, Mystery",87,6.4,31391,English
tt1542484,wedding planner per destino,2011,Comedy,77,3.5,286,English
tt1542768,autobiografia di un finto assassino,2016,"Action, Comedy, Crime",98,5.9,19569,English
tt1543017,ecco a voi lola,2010,"Comedy, Drama, Family",96,5.8,101,"German, Portuguese, English, Italian"
tt1543459,at the end of the day  un giorno senza fine,2011,"Action, Horror, Thriller",93,4.5,1214,English
tt1543739,rent a car,2010,Comedy,105,1.7,145,"English, Spanish"
tt1543752,rocky trails,2010,"Adventure, Comedy, Horror",72,5.5,227,English
tt1544578,chop,2011,"Comedy, Horror, Thriller",98,5.6,1147,English
tt1545106,vamps,2012,"Comedy, Horror, Romance",92,5.2,9273,English
tt1545315,needle,2010,"Horror, Mystery, Thriller",90,4.8,2694,English
tt1545328,rapina a belfast,2011,"Comedy, Crime, Drama",89,5.5,2103,English
tt1545660,knights of badassdom,2013,"Action, Adventure, Comedy",145,5.6,18974,English
tt1545754,are you here,2013,"Comedy, Drama",114,5.3,14866,English
tt1546036,the drawn together movie the movie,2010,"Animation, Comedy, Mystery",70,6.2,3919,English
tt1546420,the kane files life of trial,2010,Action,86,5.7,560,English
tt1547089,doch yakudzy,2010,Comedy,81,4.9,112,"Russian, Japanese, English"
tt1547090,donne senza uomini,2011,Comedy,87,3.3,1638,English
tt1547230,judy moody and the not bummer summer,2011,"Comedy, Family",91,4.3,2904,English
tt1547234,senza freni,2012,"Action, Thriller",91,6.5,108903,"English, Mandarin, Cantonese"
tt1548635,siren,2010,"Horror, Thriller",86,3.5,1808,English
tt1549584,i didnt come here to die,2010,"Comedy, Horror",80,5.2,697,English
tt1549920,the last stand  lultima sfida,2013,"Action, Thriller",107,6.3,131686,English
tt1551630,pawn  fai la tua mossa,2013,"Action, Crime, Mystery",88,5.7,6808,English
tt1552173,freak dance,2010,"Comedy, Musical",90,4.7,313,English
tt1552184,honeymooner,2010,Comedy,74,5.6,106,English
tt1552214,the selling,2011,Comedy,92,6.1,636,English
tt1552224,outcast  lultimo templare,2014,"Action, Adventure, Drama",99,4.6,12210,English
tt1552423,jack the reaper,2011,Horror,88,3.6,868,English
tt1553199,poe,2012,"Crime, Drama, Horror",105,3.0,258,English
tt1554414,the dish  the spoon,2011,"Comedy, Drama, Romance",92,5.8,1158,English
tt1554426,aballay el hombre sin miedo,2010,"Action, Adventure, Drama",100,6.0,404,"Spanish, English"
tt1554921,born of war,2014,"Action, Drama, Thriller",109,4.3,361,English
tt1555058,collaborator,2011,"Comedy, Drama, Thriller",87,5.9,783,English
tt1555093,the seasoning house,2012,"Drama, Horror, Thriller",90,6.1,9281,English
tt1555095,the burningmoore incident,2010,"Horror, Thriller",86,4.2,100,English
tt1555440,girltrash all night long,2014,"Comedy, Crime, Drama",86,6.4,1198,English
tt1555747,fubar ii,2010,Comedy,85,6.7,1507,English
tt1557769,homewrecker,2010,"Biography, Comedy, Crime",88,5.3,211,English
tt1558256,renovation,2010,"Horror, Thriller",85,2.9,201,English
tt1558259,simple creature,2016,"Horror, Sci-Fi, Thriller",92,3.9,202,English
tt1558578,knock out,2010,"Action, Crime, Drama",117,6.0,1995,"Hindi, English"
tt1559033,prowl,2010,Horror,84,4.6,4656,English
tt1560139,boy,2010,"Comedy, Drama",87,7.5,21037,"English, Maori"
tt1560479,deadtime,2012,"Horror, Thriller",97,2.1,265,English
tt1560720,the new year,2010,"Comedy, Drama",96,6.2,331,English
tt1560765,atom the amazing zombie killer,2012,"Comedy, Horror",80,4.6,158,English
tt1560954,arma micidiale,2010,"Action, Crime, Thriller",82,3.8,3568,English
tt1560976,pelt,2010,"Comedy, Horror",87,3.6,522,English
tt1560978,rogue river,2012,"Horror, Thriller",81,4.3,1776,English
tt1560985,laltra faccia del diavolo,2012,Horror,83,4.2,34548,"English, German, Italian"
tt1560987,the trouble with terkel,2010,"Animation, Comedy, Drama",87,7.1,274,English
tt1561479,eyes in the dark,2010,"Horror, Sci-Fi, Thriller",78,4.5,372,English
tt1562401,ova ne e amerikanski film,2011,"Action, Comedy, Crime",86,5.4,182,"Macedonian, English"
tt1562848,45 minutes to ramallah,2013,Comedy,86,5.7,181,English
tt1562849,division iii footballs finest,2011,"Comedy, Romance, Sport",98,5.6,1487,English
tt1562871,raone,2011,"Action, Adventure, Sci-Fi",156,4.7,37561,"Hindi, Tamil, Telugu, Chinese, English"
tt1562899,jinn,2014,"Fantasy, Horror, Thriller",97,4.2,4496,English
tt1562928,wolf town,2011,"Horror, Thriller",90,3.0,762,English
tt1563719,hunt to kill  caccia alluomo,2010,"Action, Thriller",98,5.2,6303,English
tt1563742,overboard,2018,"Comedy, Romance",112,6.0,33083,"English, Norwegian, Spanish, French"
tt1564367,mia moglie per finta,2011,"Comedy, Romance",117,6.4,217122,English
tt1564368,aftermath,2014,"Horror, Sci-Fi, Thriller",92,4.7,1697,English
tt1564369,scavengers,2013,"Action, Sci-Fi, Thriller",94,2.9,925,English
tt1564585,skyline,2010,"Action, Sci-Fi, Thriller",92,4.4,85700,English
tt1566503,day of the flowers,2012,"Comedy, Drama, Romance",99,5.5,312,English
tt1566637,the afflicted,2011,"Horror, Thriller",85,4.6,1229,English
tt1566938,portrait of a zombie,2012,"Comedy, Drama, Horror",89,3.5,347,English
tt1567437,the voices,2014,"Comedy, Crime, Horror",103,6.4,52134,English
tt1567609,viaggio in paradiso,2012,"Action, Crime, Drama",96,7.0,102076,"English, Spanish"
tt1568323,beatdown,2010,"Action, Crime, Thriller",90,4.5,1146,English
tt1568332,grey skies,2010,"Horror, Sci-Fi",83,3.4,506,English
tt1568337,loosies,2011,"Comedy, Crime, Romance",89,6.2,5733,"English, Spanish"
tt1568338,40 carati,2012,"Action, Adventure, Crime",102,6.6,143295,"English, Spanish"
tt1568341,some guy who kills people,2011,"Comedy, Crime, Drama",97,6.4,5607,English
tt1568343,the humbling,2014,"Comedy, Drama, Romance",112,5.6,6309,English
tt1568799,all the wrong reasons,2013,"Comedy, Drama",118,6.0,631,English
tt1568802,as night falls,2010,"Action, Comedy, Fantasy",78,2.7,203,English
tt1568911,war horse,2011,"Action, Adventure, Drama",146,7.2,144320,"English, German"
tt1568929,the mooring,2012,"Horror, Thriller",90,4.4,1041,English
tt1569931,changing the game,2012,"Action, Crime, Drama",104,4.3,482,English
tt1570728,crazy stupid love,2011,"Comedy, Drama, Romance",118,7.4,462833,English
tt1570989,tiny furniture,2010,"Comedy, Drama, Romance",98,6.2,13778,English
tt1571234,macchine mortali,2018,"Action, Adventure, Fantasy",128,6.1,100004,English
tt1571247,the perfect house,2013,Horror,84,4.2,534,English
tt1571249,uniti per sempre,2014,"Comedy, Drama, Romance",93,6.8,39336,"English, Spanish"
tt1571406,mangus,2011,Comedy,88,4.4,165,English
tt1572146,amaya,2010,"Comedy, Drama, Romance",110,6.5,541,"English, Cantonese, Japanese"
tt1572194,the hike,2011,Horror,83,3.8,1435,English
tt1572306,non chiudere gli occhi,2014,"Fantasy, Horror, Mystery",92,4.8,5619,English
tt1572315,non aprite quella porta 3d,2013,"Horror, Thriller",92,4.8,44582,English
tt1572503,robin hood ghosts of sherwood,2012,"Action, Adventure, Mystery",116,1.7,493,"English, German"
tt1572506,the high schoolers guide to college parties,2015,Comedy,90,2.6,205,English
tt1572773,god of vampires,2010,Horror,144,4.0,117,English
tt1573483,textuality,2011,"Comedy, Romance",95,3.9,826,English
tt1573485,walking the dead,2010,Horror,85,4.3,134,English
tt1575694,the hit list,2011,"Action, Thriller",90,5.4,11288,English
tt1577040,alto,2015,"Comedy, Family, Romance",101,4.9,525,"Italian, English"
tt1577052,goats,2012,Comedy,94,5.9,4954,English
tt1577055,maskerade,2011,Horror,90,4.7,1735,English
tt1578259,atlantis down,2010,"Action, Sci-Fi",95,3.2,400,English
tt1578261,break ke baad,2010,"Comedy, Drama, Romance",118,5.2,3865,"Hindi, English"
tt1578265,regenerator,2010,"Action, Sci-Fi",94,2.5,131,English
tt1578275,il dilemma,2011,"Comedy, Drama",111,5.3,51300,English
tt1578882,elephant white,2011,"Action, Crime, Fantasy",91,5.1,10364,English
tt1579232,freerunner  corri o muori,2011,Action,87,3.6,5046,English
tt1579235,harolds going stiff,2011,"Comedy, Horror",77,5.7,668,English
tt1579956,hellweek,2010,Horror,102,2.0,263,English
tt1580426,repeaters  ogni giorno,2010,"Action, Crime, Drama",89,5.8,6234,English
tt1581336,presidents day,2010,"Comedy, Crime, Horror",80,4.3,370,English
tt1581839,zombie undead,2010,Horror,79,2.3,436,English
tt1582196,big fat gypsy gangster,2011,"Action, Comedy, Crime",91,3.5,807,English
tt1582198,axed,2012,"Drama, Horror, Thriller",84,3.7,863,English
tt1582213,lizzie,2012,"Horror, Thriller",86,2.4,781,English
tt1582268,sunny side up,2011,Comedy,78,4.1,295,English
tt1582270,the dead inside,2011,"Horror, Musical",98,5.4,332,English
tt1582466,adhurs,2010,"Action, Comedy, Thriller",150,6.7,2221,"Telugu, Tamil, Hindi, Urdu, English"
tt1582507,hates  house at the end of the street,2012,"Drama, Horror, Thriller",101,5.6,70657,English
tt1582560,namo venkatesa,2010,"Action, Crime, Romance",152,5.4,397,"Telugu, Hindi, English"
tt1582601,seetharamula kalyanam lankalo,2010,"Action, Comedy, Drama",142,4.3,106,"Telugu, Hindi, Gujarati, English"
tt1583307,little blue pill,2010,Comedy,93,3.6,107,English
tt1583420,lamore allimprovviso  larry crowne,2011,"Comedy, Drama, Romance",98,6.1,62434,English
tt1583421,gi joe  la vendetta,2013,"Action, Adventure, Sci-Fi",110,5.8,171306,English
tt1583948,the flirting club,2010,Comedy,90,2.5,132,English
tt1584131,the last godfather,2010,"Comedy, Crime, Romance",100,3.6,1095,English
tt1584730,iii slices of life,2010,"Horror, Sci-Fi, Thriller",107,3.7,595,English
tt1584733,suicide girls must die,2010,Horror,97,3.2,687,English
tt1586265,che cosa aspettarsi quando si aspetta,2012,"Comedy, Drama, Romance",110,5.7,68847,English
tt1586752,machine gun preacher,2011,"Action, Biography, Crime",129,6.8,62223,"English, Arabic, Acholi"
tt1587309,if i were you,2012,"Comedy, Drama",115,7.0,1961,English
tt1587310,maleficent,2014,"Action, Adventure, Family",97,7.0,336610,English
tt1587427,the cost of love,2011,"Comedy, Drama, Romance",85,4.2,267,English
tt1587431,tickedoff trannies with knives,2010,"Comedy, Thriller",90,5.5,656,English
tt1587436,crosshairs,2013,"Action, Drama, Thriller",120,4.4,250,English
tt1587729,pohwasogeuro,2010,"Action, Drama, War",120,7.3,4991,"Korean, English"
tt1587839,pooltime,2010,"Comedy, Romance",87,3.5,113,English
tt1588173,warm bodies,2013,"Comedy, Horror, Romance",98,6.9,216534,English
tt1588334,a casa con jeff,2011,"Comedy, Drama",83,6.5,61391,English
tt1588362,isle of dogs,2010,"Action, Crime, Thriller",90,3.5,511,English
tt1588878,the late bloomer,2016,"Comedy, Drama, Romance",90,5.2,7654,English
tt1588886,greystone park,2012,"Horror, Thriller",83,3.2,1581,English
tt1589627,american maniacs,2012,"Drama, Horror, Thriller",86,3.2,146,English
tt1590190,the book of zombie,2010,"Action, Comedy, Horror",61,3.8,107,English
tt1590193,luomo sul treno,2018,"Action, Mystery, Thriller",104,6.3,99769,"English, Spanish"
tt1590764,chlorine,2013,"Comedy, Drama, Family",93,4.7,257,English
tt1590950,age of heroes,2011,"Action, Adventure, Drama",90,5.6,9392,"English, Norwegian"
tt1591071,qwerty,2012,Comedy,90,5.9,239,English
tt1591095,insidious,2010,"Horror, Mystery, Thriller",103,6.8,271766,English
tt1591479,act of valor,2012,"Action, Adventure, Thriller",110,6.5,65794,"English, Russian, Spanish"
tt1591505,the killing of jacob marr,2010,Horror,110,4.4,241,English
tt1592209,the defiled,2010,"Drama, Horror, Sci-Fi",100,3.0,155,English
tt1592281,take this waltz,2011,"Comedy, Drama",116,6.5,26849,English
tt1592292,zero 2,2010,"Comedy, Thriller",90,7.6,5439,"Lithuanian, Russian, English"
tt1592525,lockout,2012,"Action, Sci-Fi, Thriller",95,6.1,93443,English
tt1592873,lol  pazza del mio migliore amico,2012,"Comedy, Drama, Romance",97,4.4,53277,"English, French, Ukrainian"
tt1593807,twisted seduction,2010,"Comedy, Romance, Thriller",85,6.2,283,English
tt1594503,carissima me,2010,"Comedy, Romance",97,5.8,1748,"French, English"
tt1594505,la i hate you,2011,"Crime, Drama, Horror",93,3.6,198,English
tt1594562,the innkeepers,2011,"Drama, Horror, Mystery",101,5.4,32546,English
tt1594913,black eve,2010,Horror,78,2.9,101,English
tt1594917,age of the dragons,2011,"Action, Adventure, Fantasy",91,3.4,4246,English
tt1594972,il viaggio di norm,2015,"Animation, Adventure, Comedy",88,3.4,8531,English
tt1595025,the victorville massacre,2011,"Comedy, Horror, Mystery",90,4.2,103,English
tt1595366,o chyom govoryat muzhchiny,2010,Comedy,93,7.5,5387,"Russian, Ukrainian, English"
tt1595388,donkey,2010,"Action, Crime, Drama",90,4.0,201,English
tt1595637,deadly closure,2010,"Action, Drama, Mystery",100,2.2,308,English
tt1595833,babycall,2011,"Horror, Thriller",96,5.7,5376,"Norwegian, Swedish, English"
tt1595838,devils bridge,2010,"Horror, Thriller",84,4.3,219,English
tt1595844,hunted by night,2010,Action,110,2.8,167,English
tt1596343,fast  furious 5,2011,"Action, Adventure, Crime",130,7.3,347242,"English, Portuguese, Spanish, Italian, French"
tt1596350,una spia non basta,2012,"Action, Comedy, Romance",103,6.3,173788,"English, German, Japanese, Serbian"
tt1596363,la grande scommessa,2015,"Biography, Comedy, Drama",130,7.8,348890,English
tt1596365,the woman in black,2012,"Drama, Fantasy, Horror",95,6.4,171955,English
tt1596565,bail enforcers,2011,Action,80,3.7,878,English
tt1596723,click,2010,"Drama, Horror, Mystery",127,3.5,307,"Hindi, Urdu, Marathi, English"
tt1597033,locked down,2010,"Action, Crime, Thriller",99,4.2,2456,English
tt1598172,goat,2013,"Action, Crime",116,3.9,592,English
tt1598778,contagion,2011,"Action, Drama, Thriller",106,6.7,274278,"English, Mandarin, Cantonese"
tt1598822,capodanno a new york,2011,"Comedy, Romance",118,5.7,80243,English
tt1598828,one for the money,2012,"Action, Comedy, Crime",91,5.3,40284,English
tt1598873,cleanskin,2012,"Action, Crime, Drama",108,6.3,19695,English
tt1599296,going down in lala land,2011,"Comedy, Drama, Romance",104,6.2,2308,English
tt1599348,safe house  nessuno è al sicuro,2012,"Action, Thriller",115,6.7,202221,"English, Afrikaans"
tt1599350,santa claus versus the zombies,2010,"Comedy, Horror",99,2.8,139,English
tt1600195,abduction  riprenditi la tua vita,2011,"Action, Mystery, Thriller",106,5.1,75475,English
tt1600197,behind your eyes,2011,"Horror, Thriller",85,2.9,359,English
tt1600429,old 37,2015,Horror,84,3.9,1221,English
tt1600438,una lozione damore,2011,"Comedy, Drama, Romance",90,5.3,1355,English
tt1600439,shaapit the cursed,2010,"Adventure, Horror, Romance",145,5.4,774,"Hindi, English"
tt1601475,seconds apart,2011,"Horror, Thriller",89,5.7,5986,English
tt1601913,the grey,2011,"Action, Adventure, Drama",117,6.8,237555,"English, Spanish"
tt1602472,2 giorni a new york,2012,"Comedy, Drama, Romance",96,6.0,13785,"English, French, Italian"
tt1602476,badmaah company,2010,"Comedy, Crime, Drama",142,6.0,6131,"Hindi, English"
tt1602565,paranormal effect,2010,"Horror, Mystery, Thriller",90,3.2,113,"English, Japanese"
tt1602572,sui yuet san tau,2010,"Comedy, Drama, Romance",117,7.4,1732,"Cantonese, Mandarin, English, Shanghainese, French"
tt1602613,solo dio perdona,2013,"Action, Crime, Drama",90,5.7,105629,"English, Thai"
tt1602617,the corridor,2010,"Drama, Horror, Sci-Fi",98,4.8,2556,English
tt1603257,atm  trappola mortale,2012,"Horror, Thriller",90,4.7,22501,English
tt1603324,le fear,2010,"Comedy, Horror",62,6.5,271,English
tt1603379,shackled,2010,"Horror, Thriller",82,3.4,116,English
tt1604064,zombie beach,2010,"Action, Comedy, Horror",71,4.3,602,English
tt1604070,caught inside,2010,"Action, Adventure, Thriller",93,5.3,704,English
tt1604171,prom  ballo di fine anno,2011,"Comedy, Drama, Family",104,5.4,14702,English
tt1604589,my uncle rafael,2012,Comedy,102,5.9,188,English
tt1605630,american pie ancora insieme,2012,Comedy,113,6.7,200052,English
tt1605717,frank,2014,"Comedy, Drama, Music",95,7.0,73887,"English, French, German"
tt1605765,the happy poet,2010,"Comedy, Drama, Romance",85,6.1,236,English
tt1605778,toh baat pakki,2010,"Comedy, Drama",122,5.2,364,"Hindi, English"
tt1605783,midnight in paris,2011,"Comedy, Fantasy, Romance",96,7.7,380128,"English, French, Spanish, German"
tt1605790,zokkomon alla riscossa,2011,"Action, Adventure",109,4.1,293,"Hindi, English"
tt1606180,thats what i am,2011,"Comedy, Drama, Romance",101,7.0,10208,English
tt1606189,cherry bomb,2011,Action,82,3.4,633,English
tt1606191,a christmas snow,2010,"Comedy, Drama, Family",110,6.1,620,English
tt1606378,die hard  un buon giorno per morire,2013,"Action, Thriller",98,5.3,195632,"English, Russian, Hindi, Punjabi"
tt1606384,mai wei,2011,"Action, Drama, War",137,7.7,10375,"Korean, Japanese, Mandarin, Russian, German, English"
tt1606392,mosse vincenti,2011,"Comedy, Drama, Sport",106,7.1,52416,English
tt1607577,hulluna saraan,2012,"Comedy, Romance",87,5.6,932,"Finnish, English"
tt1607583,shut up and kiss me,2010,"Comedy, Romance",78,4.3,415,English
tt1608290,zoolander 2,2016,"Action, Adventure, Comedy",101,4.7,63610,"English, Italian, Spanish"
tt1608334,sommer in orange,2011,Comedy,110,6.2,961,"German, English"
tt1608368,house hunting,2013,"Horror, Mystery, Thriller",102,5.2,2429,English
tt1608369,the brides of sodom,2013,"Fantasy, Horror, Sci-Fi",119,2.7,276,English
tt1608777,lsd love sex aur dhokha,2010,"Comedy, Crime, Drama",155,7.1,5146,"Hindi, Punjabi, English"
tt1609479,la formula della felicità,2014,"Comedy, Drama",91,6.3,14029,English
tt1609481,blue collar boys,2013,Action,93,6.7,143,English
tt1609488,language of a broken heart,2011,"Comedy, Romance",100,5.8,306,English
tt1609492,superclásico,2011,Comedy,99,6.4,2368,"Danish, Spanish, English"
tt1610394,night drive,2010,"Horror, Thriller",103,4.5,328,English
tt1610452,band baaja baaraat,2010,"Comedy, Drama, Romance",139,7.2,14868,"Hindi, English, Punjabi"
tt1610996,absentia,2011,"Drama, Horror, Mystery",87,5.8,16627,English
tt1611224,la leggenda del cacciatore di vampiri,2012,"Action, Fantasy, Horror",105,5.9,147495,English
tt1611816,calendar girl,2011,"Comedy, Horror, Romance",99,5.5,223,English
tt1612083,the inside,2012,"Drama, Horror, Thriller",93,2.8,282,English
tt1612319,rekill,2015,"Action, Horror",88,5.0,2428,English
tt1612573,rokkk,2010,"Drama, Horror, Mystery",180,4.3,119,"Hindi, Marathi, English"
tt1612611,phoonk 2,2010,"Drama, Horror, Mystery",110,3.1,478,"Hindi, English, Telugu, Tamil"
tt1612774,rubber,2010,"Comedy, Fantasy, Horror",82,5.8,33521,English
tt1612793,a heartbeat away,2011,"Comedy, Musical",91,4.5,262,English
tt1613056,the frontier boys,2012,"Action, Adventure, Family",113,4.7,255,English
tt1613874,potpourri,2011,"Comedy, Fantasy, Horror",90,4.8,101,English
tt1614456,little deaths,2011,Horror,94,4.7,2937,English
tt1614955,marco macaco,2012,"Animation, Comedy, Family",80,3.8,347,"Danish, English"
tt1614989,headhunters,2011,"Action, Crime, Thriller",96,7.5,95251,"Norwegian, Danish, Russian, English"
tt1615160,the foreigner,2017,"Action, Thriller",113,7.0,96216,"English, Mandarin"
tt1615480,cellmates,2011,"Comedy, Drama",85,5.7,549,English
tt1615902,vacation,2010,"Comedy, Crime",91,5.1,125,English
tt1615916,you should meet my son,2010,"Comedy, Romance",85,6.7,1632,English
tt1615918,alvin superstar 3  si salvi chi può,2011,"Animation, Adventure, Comedy",87,4.3,30636,English
tt1616543,non è il messia e un ragazzaccio,2010,"Comedy, Music, Musical",92,7.1,1173,English
tt1617072,curio,2010,"Horror, Mystery, Thriller",98,2.5,141,English
tt1617207,trick,2010,Action,95,5.7,422,"Polish, English, French, Russian"
tt1617620,a horrible way to die,2010,"Drama, Horror, Thriller",87,5.2,3343,English
tt1617661,jupiter  il destino delluniverso,2015,"Action, Adventure, Sci-Fi",127,5.3,175935,"English, Russian"
tt1618430,dum maaro dum,2011,"Action, Crime, Drama",128,6.2,3771,"Hindi, English, Russian"
tt1618442,the last witch hunter  lultimo cacciatore di streghe,2015,"Action, Adventure, Fantasy",106,6.0,92948,English
tt1619016,avenging force the scarab,2010,"Action, Sci-Fi",85,1.2,221,English
tt1619037,nice guy johnny,2010,"Comedy, Romance",89,6.2,1714,English
tt1619277,conception,2011,"Comedy, Romance",88,5.3,1229,English
tt1619281,finding mr wright,2011,"Comedy, Romance",101,4.7,255,English
tt1620449,animals united,2010,"Animation, Adventure, Comedy",93,4.9,5845,"English, German"
tt1620466,groupies bleiben nicht zum frühstück,2010,"Comedy, Romance",103,6.5,1975,"German, English"
tt1621039,free birds  tacchini in fuga,2013,"Animation, Adventure, Comedy",91,5.8,22100,English
tt1621045,think like a man,2012,"Comedy, Romance",123,6.6,43236,English
tt1621418,bad behaviour,2010,"Horror, Thriller",90,3.7,147,English
tt1621426,natural selection,2011,"Comedy, Drama",90,6.5,1313,English
tt1621432,adventures in the sin bin,2012,Comedy,106,5.4,527,English
tt1621446,the task,2011,Horror,94,4.3,3249,English
tt1622547,30 minutes or less,2011,"Action, Comedy, Crime",83,6.1,92398,"English, German, Spanish"
tt1622566,after effect,2012,"Action, Horror, Thriller",95,4.0,407,English
tt1622979,final destination 5,2011,"Horror, Thriller",92,5.8,104624,"English, Cantonese"
tt1623280,night club,2011,Comedy,95,6.5,229,English
tt1623288,paranorman,2012,"Animation, Adventure, Comedy",92,7.0,91948,English
tt1623765,snow beast,2011,"Adventure, Drama, Horror",88,3.5,1026,English
tt1623772,the one warrior,2011,"Action, Fantasy",91,2.4,434,English
tt1624996,vampire,2011,"Drama, Horror, Thriller",120,5.3,1475,English
tt1625346,young adult,2011,"Comedy, Drama",94,6.2,79125,English
tt1625562,hard core logo 2,2010,"Comedy, Drama, Music",85,5.2,197,English
tt1625884,uncle david,2010,"Comedy, Horror, Thriller",95,3.7,157,English
tt1626135,balls to the wall,2011,Comedy,85,3.8,476,English
tt1626139,donner pass,2011,Horror,90,4.5,2186,English
tt1626146,hector e la ricerca della felicità,2014,"Adventure, Comedy, Drama",120,7.0,44514,"English, French, German"
tt1628841,independence day  rigenerazione,2016,"Action, Adventure, Sci-Fi",120,5.2,163982,"English, Mandarin"
tt1629391,tere bin laden,2010,"Comedy, Drama",95,7.2,10073,"Hindi, Urdu, English, Punjabi, Arabic"
tt1629439,51,2011,"Horror, Sci-Fi, Thriller",90,3.5,2959,English
tt1629443,foster  un regalo inaspettato,2011,"Comedy, Drama, Family",90,6.9,2752,"English, Japanese"
tt1629705,blackthorn  la vera storia di butch cassidy,2011,"Action, Adventure, Western",102,6.5,8881,"English, Spanish"
tt1629766,pizza man,2011,"Action, Family, Sci-Fi",90,3.6,263,English
tt1630052,nipples  palm trees,2012,Comedy,89,3.3,284,English
tt1630282,sahi dhandhe galat bande,2011,"Action, Comedy, Drama",119,4.9,261,"Hindi, Punjabi, English"
tt1630564,sacrifice,2011,"Action, Crime, Thriller",100,4.4,2359,English
tt1630607,nostrum,2010,Horror,79,3.4,217,English
tt1631783,not that funny,2012,"Comedy, Drama",99,5.1,141,English
tt1631867,edge of tomorrow  senza domani,2014,"Action, Adventure, Sci-Fi",113,7.9,586141,English
tt1632708,amici di letto,2011,"Comedy, Romance",109,6.5,334204,English
tt1632728,ufo in her eyes,2011,"Comedy, Drama",110,6.1,169,"Mandarin, English"
tt1633356,shark night  il lago del terrore,2011,"Horror, Thriller",90,4.0,24398,English
tt1634055,a farewell to fools,2013,"Comedy, Drama, War",85,5.4,413,"English, German, French"
tt1634058,star vehicle,2010,Horror,75,3.4,242,English
tt1634121,intruders,2011,"Fantasy, Horror, Thriller",100,5.4,19933,"English, Spanish"
tt1634122,johnny english  la rinascita,2011,"Action, Adventure, Comedy",101,6.3,117884,"English, Mandarin, Swiss German, Cantonese, Russian"
tt1634136,violet  daisy,2011,"Action, Comedy, Crime",88,6.1,11892,English
tt1634141,kill keith,2011,"Comedy, Horror",93,3.2,269,English
tt1634275,axe to grind,2015,"Horror, Thriller",84,3.5,194,English
tt1634286,grassroots,2012,"Comedy, Drama",98,5.3,1047,English
tt1634800,maximum shame,2010,"Fantasy, Horror, Musical",80,2.6,259,English
tt1635659,what happens next,2011,"Comedy, Romance",100,5.8,724,English
tt1636539,love birds,2011,"Comedy, Romance",103,6.0,1734,English
tt1636826,project x  una festa che spacca,2012,Comedy,88,6.6,186132,English
tt1637688,in time,2011,"Action, Sci-Fi, Thriller",109,6.7,363670,English
