
IMDB_TITLE_ID  ,TITLE                                                                                                                                                                                                                                                                                                                                                                                                           ,      YEAR,GENRE                                                                                                                                                                                                   ,NUM_RECOMMENDATIONS,DOMESTIC_GROSS,FOREIGN_GROSS,TOTAL_REVENUE,FOREIGN_SHARE
---------------,----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------,----------,--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------,-------------------,--------------,-------------,-------------,-------------
tt1598778      ,contagion                                                                                                                                                                                                                                                                                                                                                                                                       ,      2011,Action, Drama, Thriller                                                                                                                                                                                 ,                 48,      75658097,     61893497,    137551594,   .449965683
tt2118624      ,the final girls                                                                                                                                                                                                                                                                                                                                                                                                 ,      2015,Comedy, Drama, Fantasy                                                                                                                                                                                  ,                 48,             0,            0,            0,
tt1821549      ,nebraska                                                                                                                                                                                                                                                                                                                                                                                                        ,      2013,Adventure, Comedy, Drama                                                                                                                                                                                ,                 47,      17654912,      7106448,     24761360,   .286997483
tt3316948      ,american ultra                                                                                                                                                                                                                                                                                                                                                                                                  ,      2015,Action, Comedy                                                                                                                                                                                          ,                 46,      14439985,     15855043,     30295028,   .523354624
tt1470023      ,macgruber                                                                                                                                                                                                                                                                                                                                                                                                       ,      2010,Action, Comedy                                                                                                                                                                                          ,                 44,       8525600,       104295,      8629895,   .012085315
tt1714206      ,the spectacular now                                                                                                                                                                                                                                                                                                                                                                                             ,      2013,Comedy, Drama, Romance                                                                                                                                                                                  ,                 44,       6852971,        63980,      6916951,    .00924974
tt1731141      ,enders game                                                                                                                                                                                                                                                                                                                                                                                                     ,      2013,Action, Adventure, Fantasy                                                                                                                                                                              ,                 41,      61737191,     66246092,    127983283,   .517615195
tt1640459      ,hobo with a shotgun                                                                                                                                                                                                                                                                                                                                                                                             ,      2011,Action, Comedy, Horror                                                                                                                                                                                  ,                 41,        703372,       131581,       834953,   .157590906
tt1490017      ,the lego movie                                                                                                                                                                                                                                                                                                                                                                                                  ,      2014,Animation, Action, Adventure                                                                                                                                                                            ,                 41,     257784718,    199944670,    457729388,   .436818512
tt1365519      ,tomb raider                                                                                                                                                                                                                                                                                                                                                                                                     ,      2018,Action, Adventure, Fantasy                                                                                                                                                                              ,                 41,      58250803,    215226698,    273477501,   .786999652
tt1211837      ,doctor strange                                                                                                                                                                                                                                                                                                                                                                                                  ,      2016,Action, Adventure, Fantasy                                                                                                                                                                              ,                 40,     232641920,    443762646,    676404566,   .656060985
tt3521126      ,the disaster artist                                                                                                                                                                                                                                                                                                                                                                                             ,      2017,Biography, Comedy, Drama                                                                                                                                                                                ,                 37,      21120616,      7597051,     28717667,   .264542764
tt4196776      ,jason bourne                                                                                                                                                                                                                                                                                                                                                                                                    ,      2016,Action, Thriller                                                                                                                                                                                        ,                 36,     162192920,    253975396,    416168316,    .61027086
tt1386697      ,suicide squad                                                                                                                                                                                                                                                                                                                                                                                                   ,      2016,Action, Adventure, Fantasy                                                                                                                                                                              ,                 35,     325100054,    420959833,    746059887,   .564244024
tt0480255      ,the losers                                                                                                                                                                                                                                                                                                                                                                                                      ,      2010,Action, Adventure, Crime                                                                                                                                                                                ,                 35,      23591432,      6272408,     29863840,   .210033539
tt1596365      ,the woman in black                                                                                                                                                                                                                                                                                                                                                                                              ,      2012,Drama, Fantasy, Horror                                                                                                                                                                                  ,                 35,      54333290,     74622608,    128955898,   .578667662
tt1424381      ,predators                                                                                                                                                                                                                                                                                                                                                                                                       ,      2010,Action, Adventure, Sci-Fi                                                                                                                                                                               ,                 34,      52000688,     75233701,    127234389,   .591300053
tt2345737      ,the rover                                                                                                                                                                                                                                                                                                                                                                                                       ,      2014,Action, Crime, Drama                                                                                                                                                                                    ,                 34,       1109199,      2071053,      3180252,   .651222922
tt1623288      ,paranorman                                                                                                                                                                                                                                                                                                                                                                                                      ,      2012,Animation, Adventure, Comedy                                                                                                                                                                            ,                 33,      56003051,     52116611,    108119662,   .482027136
tt1625346      ,young adult                                                                                                                                                                                                                                                                                                                                                                                                     ,      2011,Comedy, Drama                                                                                                                                                                                           ,                 33,      16311571,      6438785,     22750356,   .283019088
tt1477834      ,aquaman                                                                                                                                                                                                                                                                                                                                                                                                         ,      2018,Action, Adventure, Fantasy                                                                                                                                                                              ,                 32,     335061807,    811832833,   1146894640,   .707853019
tt0451279      ,wonder woman                                                                                                                                                                                                                                                                                                                                                                                                    ,      2017,Action, Adventure, Fantasy                                                                                                                                                                              ,                 32,     412563408,    408569970,    821133378,   .497568338
tt1091191      ,lone survivor                                                                                                                                                                                                                                                                                                                                                                                                   ,      2013,Action, Biography, Drama                                                                                                                                                                                ,                 31,     125095601,     24709031,    149804632,   .164941702
tt1034415      ,suspiria                                                                                                                                                                                                                                                                                                                                                                                                        ,      2018,Fantasy, Horror, Mystery                                                                                                                                                                                ,                 31,       2483472,      4551143,      7034615,   .646964048
tt4172430      ,13 hours the secret soldiers of benghazi                                                                                                                                                                                                                                                                                                                                                                        ,      2016,Action, Drama, War                                                                                                                                                                                      ,                 30,      52853219,     16558151,     69411370,    .23855099
tt2179136      ,american sniper                                                                                                                                                                                                                                                                                                                                                                                                 ,      2014,Action, Biography, Drama                                                                                                                                                                                ,                 30,     350126372,    197200000,    547326372,   .360296909
tt2229499      ,don jon                                                                                                                                                                                                                                                                                                                                                                                                         ,      2013,Comedy, Drama, Romance                                                                                                                                                                                  ,                 30,      24477704,     16790875,     41268579,   .406868262
tt2245084      ,big hero 6                                                                                                                                                                                                                                                                                                                                                                                                      ,      2014,Animation, Action, Adventure                                                                                                                                                                            ,                 29,     222527828,    429600000,    652127828,   .658766551
tt3731562      ,kong skull island                                                                                                                                                                                                                                                                                                                                                                                               ,      2017,Action, Adventure, Fantasy                                                                                                                                                                              ,                 29,     168052812,    393019247,    561072059,   .700479093
tt1959490      ,noah                                                                                                                                                                                                                                                                                                                                                                                                            ,      2014,Action, Adventure, Drama                                                                                                                                                                                ,                 29,     101200044,    251631021,    352831065,   .713177058
tt3844362      ,the overnight                                                                                                                                                                                                                                                                                                                                                                                                   ,      2015,Comedy, Mystery                                                                                                                                                                                         ,                 29,       1109808,        56188,      1165996,   .048188845
tt1981128      ,geostorm                                                                                                                                                                                                                                                                                                                                                                                                        ,      2017,Action, Sci-Fi, Thriller                                                                                                                                                                                ,                 27,      33700160,    187095849,    220796009,   .847369705
tt4139124      ,keanu                                                                                                                                                                                                                                                                                                                                                                                                           ,      2016,Action, Comedy, Crime                                                                                                                                                                                   ,                 27,      20591853,        96288,     20688141,   .004654261
tt2126355      ,san andreas                                                                                                                                                                                                                                                                                                                                                                                                     ,      2015,Action, Adventure, Drama                                                                                                                                                                                ,                 27,     155190832,    301067707,    456258539,   .659862077
tt2788710      ,the interview                                                                                                                                                                                                                                                                                                                                                                                                   ,      2014,Action, Adventure, Comedy                                                                                                                                                                               ,                 27,       6105175,      6237457,     12342632,   .505358744
tt2637276      ,ted 2                                                                                                                                                                                                                                                                                                                                                                                                           ,      2015,Comedy                                                                                                                                                                                                  ,                 26,      81476385,    135737758,    217214143,   .624902947
tt1270797      ,venom                                                                                                                                                                                                                                                                                                                                                                                                           ,      2018,Action, Adventure, Sci-Fi                                                                                                                                                                               ,                 26,     213511408,    640117197,    853628605,   .749877866
tt0433035      ,real steel                                                                                                                                                                                                                                                                                                                                                                                                      ,      2011,Action, Drama, Sci-Fi                                                                                                                                                                                   ,                 25,      85463309,    178417032,    263880341,   .676128549
tt3322940      ,annabelle                                                                                                                                                                                                                                                                                                                                                                                                       ,      2014,Horror, Mystery, Thriller                                                                                                                                                                               ,                 24,      84273813,    172589107,    256862920,   .671911333
tt1433108      ,faster                                                                                                                                                                                                                                                                                                                                                                                                          ,      2010,Action, Crime, Drama                                                                                                                                                                                    ,                 24,      23240020,     12552925,     35792945,   .350709476
tt1615160      ,the foreigner                                                                                                                                                                                                                                                                                                                                                                                                   ,      2017,Action, Thriller                                                                                                                                                                                        ,                 23,      34393507,    106389853,    140783360,   .755699061
tt1568911      ,war horse                                                                                                                                                                                                                                                                                                                                                                                                       ,      2011,Action, Adventure, Drama                                                                                                                                                                                ,                 23,      79883359,     76932170,    156815529,   .490590253
tt4154756      ,avengers infinity war                                                                                                                                                                                                                                                                                                                                                                                           ,      2018,Action, Adventure, Sci-Fi                                                                                                                                                                               ,                 22,     678815482,   1369318718,   2048134200,   .668568846
tt1726592      ,before i go to sleep                                                                                                                                                                                                                                                                                                                                                                                            ,      2014,Drama, Horror, Mystery                                                                                                                                                                                  ,                 22,       3242457,     16321122,     19563579,   .834260541
tt1674771      ,entourage                                                                                                                                                                                                                                                                                                                                                                                                       ,      2015,Comedy                                                                                                                                                                                                  ,                 22,      32363404,     14075134,     46438538,   .303091669
tt7401588      ,instant family                                                                                                                                                                                                                                                                                                                                                                                                  ,      2018,Comedy, Drama                                                                                                                                                                                           ,                 22,      67363237,     52372951,    119736188,   .437402859
tt1458175      ,the next three days                                                                                                                                                                                                                                                                                                                                                                                             ,      2010,Action, Crime, Drama                                                                                                                                                                                    ,                 22,      21148651,     46107265,     67255916,   .685549581
tt2316204      ,alien covenant                                                                                                                                                                                                                                                                                                                                                                                                  ,      2017,Horror, Sci-Fi, Thriller                                                                                                                                                                                ,                 21,      74262031,    164259216,    238521247,   .688656537
tt1825683      ,black panther                                                                                                                                                                                                                                                                                                                                                                                                   ,      2018,Action, Adventure, Sci-Fi                                                                                                                                                                               ,                 21,     700059566,    648198658,   1348258224,   .480767442
tt3014866      ,criminal                                                                                                                                                                                                                                                                                                                                                                                                        ,      2016,Action, Sci-Fi, Thriller                                                                                                                                                                                ,                 21,      14708696,     24062566,     38771262,   .620628908
tt1142977      ,frankenweenie                                                                                                                                                                                                                                                                                                                                                                                                   ,      2012,Animation, Comedy, Family                                                                                                                                                                               ,                 21,      35287788,     45863000,     81150788,    .56515779
tt1253864      ,immortals                                                                                                                                                                                                                                                                                                                                                                                                       ,      2011,Action, Drama, Fantasy                                                                                                                                                                                  ,                 21,      83504017,    128058418,    211562435,   .605298469
tt0369610      ,jurassic world                                                                                                                                                                                                                                                                                                                                                                                                  ,      2015,Action, Adventure, Sci-Fi                                                                                                                                                                               ,                 21,     652270625,    996584239,   1648854864,   .604409922
tt0873886      ,red state                                                                                                                                                                                                                                                                                                                                                                                                       ,      2011,Action, Crime, Horror                                                                                                                                                                                   ,                 21,       1065429,       918167,      1983596,   .462880042
tt1469304      ,baywatch                                                                                                                                                                                                                                                                                                                                                                                                        ,      2017,Action, Comedy, Crime                                                                                                                                                                                   ,                 20,      58060186,    117803597,    175863783,   .669857062
tt1020558      ,centurion                                                                                                                                                                                                                                                                                                                                                                                                       ,      2010,Action, Drama, History                                                                                                                                                                                  ,                 20,        123570,      7761478,      7885048,   .984328567
tt2106361      ,into the storm                                                                                                                                                                                                                                                                                                                                                                                                  ,      2014,Action, Adventure, Drama                                                                                                                                                                                ,                 20,      47602194,    102827177,    150429371,   .683557847
tt0822847      ,priest                                                                                                                                                                                                                                                                                                                                                                                                          ,      2011,Action, Horror, Thriller                                                                                                                                                                                ,                 20,      29136626,     55017400,     84154026,   .653770266
tt2873282      ,red sparrow                                                                                                                                                                                                                                                                                                                                                                                                     ,      2018,Action, Drama, Thriller                                                                                                                                                                                 ,                 20,      46874505,     99077356,    145951861,   .678835853
tt1411250      ,riddick                                                                                                                                                                                                                                                                                                                                                                                                         ,      2013,Action, Adventure, Sci-Fi                                                                                                                                                                               ,                 20,      42025135,     52738623,     94763758,   .556527349
tt0478970      ,antman                                                                                                                                                                                                                                                                                                                                                                                                          ,      2015,Action, Adventure, Comedy                                                                                                                                                                               ,                 19,     180202163,    338656286,    518858449,   .652694943
tt1440129      ,battleship                                                                                                                                                                                                                                                                                                                                                                                                      ,      2012,Action, Adventure, Sci-Fi                                                                                                                                                                               ,                 19,      65233400,    248244317,    313477717,   .791904188
tt1077368      ,dark shadows                                                                                                                                                                                                                                                                                                                                                                                                    ,      2012,Comedy, Fantasy, Horror                                                                                                                                                                                 ,                 19,      79727149,    158475519,    238202668,   .665296994
tt5463162      ,deadpool 2                                                                                                                                                                                                                                                                                                                                                                                                      ,      2018,Action, Adventure, Comedy                                                                                                                                                                               ,                 19,     324591735,    462088822,    786680557,   .587390673
